 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

 8167  6763.294471  0.000240      3486               ?     
 8168  6764.367857  0.000222      7041               ?     
 8169  6765.198160  0.000221      7562               ?     
 8170  6766.219670  0.000389      1352               ?     
 8171  6768.479786  0.000212   1553567  6768.478939  ArI   
 8172  6769.186843  0.000342      1078               ?     
 8173  6769.810430  0.000243      2339               ?     
 8174  6770.994772  0.000224      4304               ?     
 8175  6771.255930  0.000218      5358               ?     
 8176  6771.973719  0.000392     45068  6771.975490  ThII  
 8177  6772.041565  0.003118      4322               ?     
 8178  6774.041771  0.000309     82684  6774.043704  ThI   
 8179  6774.113283  0.000535     37456  6774.117125  ThI   
 8180  6774.965834  0.000208     31643  6774.966723  NoID  
 8181  6775.639207  0.000214      6604               ?     
 8182  6775.764899  0.000653      1363               ?     
 8183  6775.949276  0.000244      1685               ?     
 8184  6776.256661  0.000225      2871               ?     
 8185  6776.971799  0.000220      3095               ?     
 8186  6777.232462  0.000324       749               ?     
 8187  6779.384635  0.004227       628               ?     
 8188  6779.467727  0.001733      1575               ?     
 8189  6780.184132  0.000204   1274989  6780.183160  ThI   
 8190  6780.950668  0.000214      4988               ?     
 8191  6781.194859  0.000204     31139  6781.195360  ThI   
 8192  6781.804816  0.000204     77570               ?     
 8193  6781.996847  0.000202   1176540  6781.996507  ThI   
 8194  6783.409993  0.000344       792               ?     
 8195  6783.536021  0.001299      1608               ?     
 8196  6783.655940  0.001955      1135               ?     
 8197  6783.775021  0.002152       999               ?     
 8198  6783.899927  0.000830      2037               ?     
 8199  6784.039536  0.000296       952               ?     

 8200  6784.181476  0.000460      1014               ?     
 8201  6784.335893  0.001824       853               ?     
 8202  6784.479878  0.000772      1527               ?     
 8203  6784.652474  0.001645       833               ?     
 8204  6784.801071  0.000870      1420               ?     
 8205  6784.966389  0.000735       817               ?     
 8206  6785.534029  0.000295       719               ?     
 8207  6786.666511  0.000201     12160  6786.668217  ThI   
 8208  6786.801191  0.000212      3894               ?     
 8209  6787.454298  0.000467       842               ?     
 8210  6788.235807  0.000210      3072               ?     
 8211  6789.403280  0.000219      2796               ?     
 8212  6789.609942  0.000197    270627  6789.609798  ThI   
 8213  6790.591180  0.000440      5696               ?     
 8214  6790.713928  0.000196    602162  6790.713951  ThI   
 8215  6790.876622  0.000198     12990  6790.877936  ThI   
 8216  6792.267169  0.000687       599               ?     
 8217  6793.109192  0.000194    615420  6793.109439  ThI   
 8218  6794.548364  0.000335      2132               ?     
 8219  6794.994119  0.000341       777               ?     
 8220  6795.173124  0.000257      1300               ?     
 8221  6795.371154  0.000335       873               ?     
 8222  6795.588441  0.000198      4466               ?     
 8223  6796.548637  0.001052      1571               ?     
 8224  6796.673752  0.000228      2088               ?     
 8225  6796.842420  0.000827      6106               ?     
 8226  6796.924878  0.000375     16020               ?     
 8227  6797.357838  0.000245      1069               ?     
 8228  6797.673283  0.000191     19370  6797.673700  ThI   
 8229  6798.658465  0.000191     21378               ?     
 8230  6799.338915  0.000226      1314               ?     
 8231  6799.709719  0.000250       857               ?     
 8232  6800.363597  0.000188     98198  6800.363028  ThI   
 8233  6800.622769  0.000189     20738  6800.623859  ThI   
 8234  6802.342349  0.000188     20737  6802.341314  ThI   
 8235  6802.923949  0.000736      1310               ?     
 8236  6804.293229  0.001018       737               ?     
 8237  6804.663098  0.000186     18451               ?     
 8238  6805.055671  0.000486      1328               ?     
 8239  6805.181479  0.000258      4122               ?     
 8240  6805.356193  0.000507      1222               ?     
 8241  6806.616096  0.000184     21688               ?     
 8242  6807.346077  0.000184     19129               ?     
 8243  6807.627767  0.000184     19055  6807.629482  ThI   
 8244  6808.921800  0.000556      8686               ?     
 8245  6808.992146  0.001262      3004               ?     
 8246  6809.196665  0.000182     32028  6809.197608  ThI   
 8247  6809.688230  0.000214      1958               ?     
 8248  6810.410552  0.000180    136658  6810.410041  ArII  
 8249  6810.509198  0.001131      2801               ?     
 8250  6810.978461  0.000180     74028  6810.979146  ThI   
 8251  6811.196217  0.000180    152156  6811.196441  ThI   
 8252  6811.389411  0.000180     59510  6811.388650  ThI   
 8253  6811.556648  0.000180     27556  6811.556604  ThI   
 8254  6812.430080  0.000179     50521  6812.428939  ThII  
 8255  6813.379879  0.000868      1711               ?     
 8256  6813.843474  0.000181      9103               ?     
 8257  6814.371476  0.000177     39810  6814.371578  ThI   
 8258  6814.655533  0.000177     55291  6814.655358  ThII  
 8259  6814.851867  0.000182      7439               ?     
 8260  6815.239982  0.000721      1030               ?     
 8261  6815.384874  0.001066      1689               ?     
 8262  6815.493031  0.000182      8060               ?     
 8263  6815.844526  0.000324      1534               ?     
 8264  6817.492696  0.000175     26566  6817.493158  ThI   
 8265  6817.754157  0.000326       966               ?     
 8266  6818.709219  0.000179      6060               ?     
 8267  6819.264483  0.000195      2564               ?     
 8268  6819.708997  0.000301      1194               ?     
 8269  6820.170891  0.000180    161133               ?     
 8270  6820.267846  0.000517     14156  6820.265270  ArII  
 8271  6820.412591  0.000624      4153               ?     
 8272  6820.887551  0.000175      7902               ?     
 8273  6821.441441  0.000181      4555               ?     
 8274  6821.683800  0.000185      3494               ?     
 8275  6825.390702  0.000167    179114  6825.391371  ThI   
 8276  6825.701930  0.001103      2884               ?     
 8277  6825.799958  0.000533      7095               ?     
 8278  6825.988746  0.000178      5766               ?     
 8279  6826.560936  0.000166    861606  6826.560739  ThI   
 8280  6827.821622  0.001173      1200               ?     
 8281  6827.916190  0.000530      2011               ?     
 8282  6828.032725  0.000246      1651               ?     
 8283  6829.133270  0.000164    622842  6829.132316  ArI   
 8284  6830.097017  0.000177      5111               ?     
 8285  6830.920068  0.000162   1645149  6830.919962  ThI   
 8286  6831.232111  0.000163     55371  6831.231769  ThI   
 8287  6833.138494  0.000167      7466               ?     
 8288  6834.070738  0.001469      2299               ?     
 8289  6834.160151  0.000503      8628               ?     
 8290  6834.778164  0.000161     17209  6834.778244  ThII  
 8291  6835.264390  0.000169      5992               ?     
 8292  6835.944944  0.000162     15070               ?     
 8293  6837.798757  0.000158     20905  6837.799745  ThI   
 8294  6838.084627  0.000288      1864               ?     
 8295  6838.765064  0.000240      3776               ?     
 8296  6839.384102  0.000221     15855  6839.383300  ThI   
 8297  6841.181722  0.000218     23861  6841.182168  ThI   
 8298  6841.476944  0.000227     11268  6841.475300  ArII  
 8299  6844.622376  0.000216     24721               ?     
 8300  6847.267936  0.000233      3294               ?     
 8301  6847.756684  0.000221      5225               ?     
 8302  6848.368056  0.000213    125597  6848.368164  NoID  
 8303  6848.478714  0.000784     11693               ?     
 8304  6849.333131  0.002742      1543               ?     
 8305  6849.414945  0.002885      1505               ?     
 8306  6849.508904  0.001704      2205               ?     
 8307  6849.885863  0.000294      1062               ?     
 8308  6850.938153  0.000286      1863               ?     
 8309  6852.429126  0.000217      6030               ?     
 8310  6852.584026  0.000213      9028               ?     
 8311  6853.775617  0.000208    199455  6853.774435  ArI   
 8312  6854.245064  0.000208     33390  6854.245243  ThI   
 8313  6856.000604  0.000206    249611  6856.000514  ThI   
 8314  6856.124014  0.000588     10880               ?     
 8315  6856.401613  0.000207     20806  6856.404121  ThII  
 8316  6856.645163  0.000788      3724               ?     
 8317  6856.761455  0.000937      2680               ?     
 8318  6857.207073  0.000206     76337  6857.206586  ThI   
 8319  6857.581950  0.000206     42041  6857.580802  ThI   
 8320  6858.867268  0.000302      1589               ?     
 8321  6859.218654  0.002560      1038               ?     
 8322  6859.309820  0.002569      1061               ?     
 8323  6859.408864  0.000967       654               ?     
 8324  6860.816393  0.000257      2222               ?     
 8325  6861.675628  0.001274      1545               ?     
 8326  6861.792309  0.002326       711               ?     
 8327  6863.162361  0.000201   1058492  6863.161874  ArII  
 8328  6864.652008  0.001254      1848               ?     
 8329  6864.760754  0.000202     22316  6864.762100  ThI   
 8330  6864.989160  0.000329      2706               ?     
 8331  6865.428897  0.000199    238832  6865.428511  ArII  
 8332  6867.027755  0.001830       736               ?     
 8333  6867.289866  0.000234      2028               ?     
 8334  6868.051583  0.000197    111109  6868.051442  ThI   
 8335  6868.260930  0.000197    501814  6868.261120  ThI   
 8336  6868.657727  0.000197    417733  6868.658056  ThI   
 8337  6869.944030  0.000204      5247               ?     
