 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

 3662  4928.884997  0.000189       884               ?     
 3663  4928.960192  0.000148      2630  4928.958211  ThII  
 3664  4929.408332  0.000143      5365  4929.407678  NoID  
 3665  4929.627708  0.000148      1873  4929.630535  NoID  
 3666  4929.824156  0.000443      5410               ?     
 3667  4929.874691  0.001020      2068               ?     
 3668  4929.977285  0.000145      3533  4929.977362  ThI   
 3669  4930.057655  0.000142     10781  4930.057375  ThI   
 3670  4930.461654  0.000141     40595  4930.461997  ThI   
 3671  4930.645492  0.000147      1838  4930.644665  NoID  
 3672  4930.750150  0.000144      3060  4930.750178  ThII  
 3673  4931.070361  0.000155       955               ?     
 3674  4931.211289  0.000177      1176               ?     
 3675  4931.362592  0.000141     16479  4931.361197  ThII  
 3676  4931.437682  0.001244       721               ?     
 3677  4932.427584  0.000141      4589  4932.425840  ThI   
 3678  4932.523839  0.000148      1734  4932.524568  NoID  
 3679  4932.970686  0.000213       264               ?     
 3680  4933.359006  0.000208       376               ?     
 3681  4933.633097  0.000151      1346               ?     
 3682  4933.719974  0.000149      1302  4933.721374  ThII  
 3683  4933.828925  0.000155       942               ?     
 3684  4933.905971  0.000375      3838  4933.905379  ThII  
 3685  4933.963253  0.000945      1471               ?     
 3686  4934.210779  0.000139      8195               ?     
 3687  4934.385272  0.000140      5942  4934.384041  ThI   
 3688  4934.586732  0.000138    451028  4934.585920  ArII  
 3689  4934.856189  0.000147      3136  4934.857098  ThII  
 3690  4934.941652  0.000140      4663  4934.942919  ThII  
 3691  4935.707905  0.000138      5807  4935.707986  ThI   
 3692  4935.912335  0.000150      1151  4935.909997  ThII  
 3693  4936.348614  0.000874       925               ?     
 3694  4936.409787  0.003493       296               ?     
 3695  4936.551400  0.000141      2204  4936.552149  ThI   
 3696  4936.626159  0.000422       282               ?     
 3697  4936.817910  0.000201       310               ?     
 3698  4937.134856  0.000429       488               ?     
 3699  4937.263881  0.001952      2387               ?     
 3700  4937.306274  0.000483      8307  4937.306063  ThI   
 3701  4937.465652  0.000137      4706  4937.463202  ArII  
 3702  4937.942816  0.000335      1006               ?     
 3703  4938.152816  0.000135    168215  4938.152650  ThI   
 3704  4938.267229  0.000136      9495  4938.266630  ThI   
 3705  4938.338432  0.000999       895               ?     
 3706  4938.389697  0.001592       729               ?     
 3707  4938.646643  0.000602      1484               ?     
 3708  4938.720256  0.000825      1201               ?     
 3709  4939.104785  0.000174      6043               ?     
 3710  4939.207493  0.000134    251385  4939.207810  ThI   
 3711  4939.582741  0.000135      7940  4939.583558  ThI   
 3712  4939.664867  0.000134     16377  4939.664932  ThI   
 3713  4939.754825  0.001556       530               ?     
 3714  4939.812780  0.000399      2548  4939.814095  NoID  
 3715  4939.882503  0.000134     66916  4939.883129  NoID  
 3716  4939.976937  0.000134     10757  4939.977446  ThI   
 3717  4940.098409  0.000154      1718               ?     
 3718  4940.200316  0.000418       754               ?     
 3719  4940.438989  0.000134      7839  4940.439079  ThI   
 3720  4940.513325  0.001132       440               ?     
 3721  4940.649132  0.000133     19321  4940.649387  ThI   
 3722  4941.020346  0.000133    546458  4941.020935  ThI   
 3723  4941.331457  0.000205      1073               ?     
 3724  4941.436943  0.000134      4305  4941.438518  ThI   
 3725  4941.566523  0.000168       678               ?     
 3726  4942.031336  0.000155       966               ?     
 3727  4942.123198  0.003625       389               ?     
 3728  4942.185534  0.002428       581               ?     
 3729  4942.287333  0.000133      7129  4942.285839  ThI   
 3730  4942.640110  0.000147       946               ?     
 3731  4942.794904  0.000132     19035  4942.795251  ThI   
 3732  4944.300401  0.000130     44780  4944.301651  ArII  
 3733  4944.443151  0.000130    454272  4944.443834  ThI   
 3734  4945.352078  0.000196       380               ?     
 3735  4945.899276  0.000140      1173               ?     
 3736  4947.240194  0.000132      2401  4947.241552  ThII  
 3737  4947.353322  0.000237       721               ?     
 3738  4947.484069  0.000133      2699  4947.481201  ThI   
 3739  4947.601368  0.000160       788               ?     
 3740  4948.043427  0.000127    142520  4948.044347  ThII  
 3741  4948.393803  0.000183      1362               ?     
 3742  4948.699950  0.000218      1639               ?     
 3743  4948.800801  0.000175     12690  4948.801114  ThI   
 3744  4949.334034  0.000163       622               ?     
 3745  4949.482048  0.000178      2138  4949.485673  NoID  
 3746  4950.346095  0.000128      4140  4950.346760  ThI   
 3747  4950.615308  0.000178      1605  4950.614820  NoID  
 3748  4950.778818  0.000172      9954  4950.779352  ArII  
 3749  4951.178645  0.000154       816               ?     
 3750  4951.339398  0.000176      1794  4951.339228  ThII  
 3751  4951.632889  0.000124     35926  4951.632871  ThI   
 3752  4952.008015  0.000167     58166  4952.008035  ThII  
 3753  4952.769446  0.000173       624               ?     
 3754  4953.138202  0.000424      3353               ?     
 3755  4953.209815  0.000878      1264               ?     
 3756  4953.728923  0.000161       691               ?     
 3757  4953.836500  0.000147       977               ?     
 3758  4954.072472  0.000167     24887  4954.073067  ThI   
 3759  4954.914523  0.000169      6067  4954.914465  ThI   
 3760  4955.034062  0.000175      1566               ?     
 3761  4955.313376  0.000169      5342  4955.313184  ThI   
 3762  4955.722488  0.000178      1335               ?     
 3763  4955.826347  0.000178      1248               ?     
 3764  4955.939780  0.000168     16524  4955.939714  ThII  
 3765  4956.044507  0.000168     16833  4956.043315  ThII  
 3766  4957.104351  0.000179      1152               ?     
 3767  4957.348447  0.000189       859               ?     
 3768  4958.023823  0.000121      7376  4958.022702  ThI   
 3769  4958.371956  0.000251      2064               ?     
 3770  4958.444132  0.000191      3556  4958.440877  NoID  
 3771  4958.680305  0.000169     27991  4958.679768  NoID  
 3772  4958.841057  0.000409      6006  4958.840508  NoID  
 3773  4958.897896  0.000799      2819               ?     
 3774  4958.979841  0.000175     14470               ?     
 3775  4959.297378  0.000197       760               ?     
 3776  4959.480998  0.000171     23612  4959.482417  ThI   
 3777  4960.108787  0.000174      8294  4960.107837  ThII  
 3778  4960.199843  0.000482      1807  4960.197958  ThI   
 3779  4960.266137  0.000877       877               ?     
 3780  4960.733420  0.000178      4348  4960.731174  ThI   
 3781  4961.652327  0.000182      4550  4961.651569  NoID  
 3782  4961.808842  0.000180     38028  4961.807799  NoID  
 3783  4961.879821  0.000222     13052  4961.879172  ThII  
 3784  4962.767315  0.000188      7386  4962.765906  ThI   
 3785  4963.111195  0.000187     56709  4963.110638  ThI   
 3786  4963.447179  0.000241      8894  4963.446771  ThI   
 3787  4963.511662  0.001171       810               ?     
 3788  4963.735784  0.001091       635               ?     
 3789  4963.856282  0.000150      4421  4963.855389  ThI   
 3790  4964.089260  0.000209      1036               ?     
 3791  4964.573469  0.000147     18591  4964.573104  ThII  
 3792  4965.504232  0.000147     15203  4965.503752  ThII  
 3793  4965.645742  0.000147     10996  4965.646096  ThI   
 3794  4967.117889  0.000145    145055  4967.117163  ThI   
 3795  4967.666243  0.000255       644               ?     
 3796  4968.719392  0.000148      2668  4968.721994  ThI   
 3797  4969.040795  0.000145      5882  4969.039085  ThI   
 3798  4970.005545  0.000163      1790               ?     
 3799  4970.142111  0.000143     42749  4970.142070  ThII  

 3800  4970.910606  0.000172       569               ?     
 3801  4971.292852  0.000142     10335  4971.290227  NoID  
 3802  4971.414337  0.000439      9074  4971.415850  ThII  
 3803  4971.465737  0.000164     62931  4971.465380  ThI   
 3804  4971.614082  0.000188       477               ?     
 3805  4971.724877  0.000189       371               ?     
 3806  4972.230750  0.000156      1113               ?     
 3807  4972.576527  0.000335       266               ?     
 3808  4972.940912  0.000160       720               ?     
 3809  4973.086203  0.000251       385               ?     
 3810  4973.998689  0.000548      2470               ?     
 3811  4974.059104  0.000635      2074               ?     
 3812  4974.144065  0.000141      7444  4974.142789  ThI   
 3813  4974.776973  0.000873     10933  4974.780475  ThII  
 3814  4974.809099  0.002321      5982               ?     
 3815  4976.046817  0.000165       961               ?     
 3816  4976.126791  0.000174       812               ?     
 3817  4976.382050  0.000168       662               ?     
 3818  4976.480167  0.000139      6820  4976.479838  ThI   
 3819  4976.551574  0.000216       493               ?     
 3820  4976.819684  0.000738       832               ?     
 3821  4976.912139  0.000158      1918  4976.912402  ThI   
 3822  4977.337065  0.000138      9361  4977.336891  ThII  
 3823  4977.477203  0.000150      1446               ?     
 3824  4977.551127  0.000198       595               ?     
 3825  4977.791664  0.000310       746               ?     
 3826  4977.867302  0.000337       519               ?     
 3827  4977.982582  0.000138      5489  4977.982334  ThII  
 3828  4978.096462  0.000199      1266               ?     
 3829  4978.158050  0.000637       569               ?     
 3830  4978.263568  0.000176       443               ?     
 3831  4978.780230  0.000137      9204  4978.779372  ThI   
 3832  4978.841679  0.000229       514               ?     
 3833  4978.912964  0.000139      2761  4978.912389  ThI   
 3834  4979.042647  0.000138      3700  4979.042290  NoID  
 3835  4979.615645  0.000138      2696  4979.615471  ThI   
 3836  4980.110129  0.000144      1335               ?     
 3837  4980.375600  0.000143      1386               ?     
 3838  4981.254601  0.000216      1036               ?     
 3839  4981.362025  0.001058       415               ?     
 3840  4981.429244  0.001167       578               ?     
 3841  4981.575412  0.000133    143703  4981.575444  ThI   
 3842  4982.145652  0.000134      9070  4982.145808  ThI   
 3843  4982.339959  0.000133     20828  4982.340989  ThII  
 3844  4983.019442  0.000138      2062               ?     
 3845  4983.114547  0.000335       409               ?     
 3846  4983.264467  0.000401      2701  4983.265770  ThI   
 3847  4983.323873  0.001848       343               ?     
 3848  4983.877057  0.000132    262655  4983.877629  ThI   
 3849  4984.921909  0.000132      7231  4984.922802  NoID  
 3850  4985.007108  0.000141      1287               ?     
 3851  4985.498380  0.000198       468               ?     
 3852  4986.052787  0.000255      1275               ?     
 3853  4986.762914  0.000129    538406  4986.763385  ThI   
 3854  4987.338830  0.000129     20889  4987.339713  ThI   
 3855  4987.439263  0.000207       900               ?     
 3856  4987.726632  0.000134      2260  4987.725731  ThII  
 3857  4988.314851  0.000142      1314               ?     
 3858  4988.538079  0.000128     20372  4988.538359  ThII  
 3859  4988.689247  0.000154       821               ?     
 3860  4988.806274  0.000159       665               ?     
 3861  4988.949934  0.000187     23656  4988.949726  NoID  
 3862  4990.017417  0.000148       863               ?     
 3863  4990.161316  0.000210      1091               ?     
 3864  4990.700311  0.000174    167228  4990.700553  ThI   
 3865  4991.135945  0.000190      1086               ?     
 3866  4991.339990  0.000218     16372               ?     
 3867  4991.418597  0.000359      4861               ?     
 3868  4991.808337  0.002846       350               ?     
 3869  4991.864508  0.002035       554               ?     
 3870  4992.130468  0.000153      1046               ?     
 3871  4992.540606  0.001561       536               ?     
 3872  4992.599066  0.000298      5078  4992.596279  ThI   
 3873  4992.989264  0.000269       725               ?     
 3874  4993.518178  0.000170     17476  4993.518438  ThI   
 3875  4993.768018  0.000174      2657  4993.766880  ThI   
 3876  4994.026301  0.000159     11914  4994.030012  ThI   
 3877  4995.142265  0.000162     98344  4995.141950  ThI   
 3878  4995.499146  0.000164     29592  4995.499055  ThI   
 3879  4996.290466  0.000619      2930               ?     
 3880  4996.371368  0.000462      4312               ?     
 3881  4996.478235  0.000192       867               ?     
 3882  4996.693353  0.000164      5779  4996.691665  NoID  
 3883  4996.984613  0.001174      1457               ?     
 3884  4997.043290  0.000860      1795               ?     
 3885  4997.190276  0.000166      2352  4997.190005  NoID  
 3886  4997.368114  0.000166      2547  4997.371283  NoID  
 3887  4997.927483  0.000162      6166  4997.927135  NoID  
 3888  4998.264501  0.000169      1147               ?     
 3889  4998.719148  0.000167      1863  4998.720453  ThII  
 3890  4998.959112  0.000163      2981  4998.960166  ThI   
 3891  4999.062101  0.000162      4111  4999.061851  ThII  
 3892  5000.439279  0.000460      2688  5000.439189  ThI   
 3893  5000.501140  0.000542      2057  5000.499875  ThII  
 3894  5000.634629  0.000162      5165  5000.633230  ThI   
 3895  5000.780417  0.000163      3318  5000.779847  NoID  
 3896  5001.335057  0.000162     12248  5001.334631  ThII  
 3897  5001.641470  0.000162     19836  5001.641138  ThI   
 3898  5002.127796  0.000166      5368  5002.125828  NoID  
 3899  5002.216086  0.001040       783               ?     
 3900  5002.283741  0.001007       880               ?     
 3901  5002.465751  0.000184      1161               ?     
 3902  5002.562393  0.000815       821               ?     
 3903  5002.646709  0.000174      3674               ?     
 3904  5002.837848  0.000170      4127  5002.838410  ThI   
 3905  5003.492694  0.000114   1407727  5003.492563  ThI   
 3906  5004.290464  0.000150      6447  5004.288876  ThI   
 3907  5004.652707  0.000164      1508               ?     
 3908  5004.772464  0.000171      3734               ?     
 3909  5004.897573  0.000166      1349               ?     
 3910  5004.994433  0.000148     67023  5004.993833  ThI   
 3911  5005.163288  0.000843      1409               ?     
 3912  5005.252375  0.000152      9896  5005.253689  ThI   
 3913  5005.397622  0.000148     15697  5005.395817  ThI   
 3914  5005.523650  0.000148     48085  5005.523846  ThI   
 3915  5006.528961  0.000157      1696               ?     
 3916  5006.622056  0.000153      2236  5006.622635  NoID  
 3917  5006.729605  0.000151      2949  5006.731400  ThI   
 3918  5006.848798  0.000167      1150               ?     
 3919  5007.111305  0.000188       537               ?     
 3920  5007.372982  0.000148      6719  5007.371577  ThI   
 3921  5007.804882  0.000822      2417  5007.803159  ThI   
 3922  5007.856866  0.003682       651               ?     
 3923  5008.250252  0.000188      1596               ?     
 3924  5008.362809  0.000157      1378  5008.362011  NoID  
 3925  5008.991184  0.000302       458               ?     
 3926  5009.442930  0.001295       277               ?     
 3927  5009.586665  0.000146      5491  5009.586696  ThII  
 3928  5010.025388  0.000392       522               ?     
 3929  5010.205877  0.000159      1007               ?     
 3930  5010.732560  0.000144    504971  5010.731433  ArII  
 3931  5011.332504  0.000783     12515  5011.334185  ThI   
 3932  5011.363039  0.004091      4741               ?     
 3933  5011.814839  0.000143     12192  5011.815003  ThI   
 3934  5012.786163  0.000163       822               ?     
 3935  5012.875767  0.000142     17747  5012.875244  ThI   
 3936  5013.172240  0.000162       755               ?     
 3937  5013.262129  0.000172       782               ?     
 3938  5013.463448  0.000150      1470               ?     
 3939  5013.672663  0.000144      4064  5013.673441  ThI   
 3940  5013.751898  0.000180       484               ?     
 3941  5014.177645  0.000821      1431               ?     
 3942  5014.243072  0.001507       649               ?     
 3943  5014.563887  0.000142      5077  5014.562993  NoID  
 3944  5015.582587  0.000142      4222  5015.580147  ThI   
 3945  5015.847373  0.000142      5053  5015.846640  ThI   
 3946  5016.153385  0.000140      7933  5016.152613  NoID  
 3947  5016.330416  0.000142      6925               ?     
 3948  5016.679105  0.000142      3494  5016.677568  NoID  
 3949  5017.289005  0.000139     39990  5017.288372  ThII  
 3950  5017.384999  0.000140      5997  5017.385114  NoID  
 3951  5017.934587  0.000138     32335  5017.934776  ThI   
 3952  5018.908378  0.000137     77753  5018.907857  ThI   
 3953  5019.030482  0.000138     23306               ?     
 3954  5019.159210  0.000138      8350  5019.159991  ThI   
 3955  5019.275977  0.000138      7194  5019.275599  ThI   
 3956  5019.453407  0.000137     28032  5019.453066  ThI   
 3957  5020.137272  0.000142      1818  5020.137302  NoID  
 3958  5020.280725  0.000193       575               ?     
 3959  5021.206127  0.000136    369922  5021.206261  ThI   
 3960  5021.399321  0.000138      3985  5021.397480  NoID  
 3961  5022.653267  0.000135     15133  5022.653524  ThI   
 3962  5023.157210  0.000141      2278  5023.155895  ThII  
 3963  5023.239500  0.000840       911               ?     
 3964  5023.311201  0.000456      1931               ?     
 3965  5023.405636  0.000134     91947  5023.405705  ThI   
 3966  5023.479830  0.000328      3261  5023.477069  ThI   
 3967  5023.574531  0.000134     34284  5023.574732  NoID  
 3968  5024.882499  0.000133     14086  5024.882287  ThI   
 3969  5025.109524  0.000132     39749  5025.109467  ThI   
 3970  5025.720995  0.000169       459               ?     
 3971  5026.195017  0.000148      1760               ?     
 3972  5027.262589  0.000135      2542  5027.263883  ThII  
 3973  5027.484215  0.001250       414               ?     
 3974  5027.559071  0.000138      2383  5027.560281  ThI   
 3975  5027.639348  0.000372       558               ?     
 3976  5028.356713  0.000131      9792  5028.356840  ThI   
 3977  5028.427204  0.000164      2181  5028.426474  ThI   
 3978  5028.525780  0.000137      1861               ?     
 3979  5028.629781  0.000400       424               ?     
 3980  5030.000163  0.000185     47241               ?     
 3981  5030.056374  0.000128    619809  5030.058017  ThI   
 3982  5030.327751  0.000526      1194               ?     
 3983  5030.414160  0.000181     25304  5030.414388  ThI   
 3984  5031.032606  0.000179     13890  5031.032161  ThII  
 3985  5031.294317  0.000171    181847  5031.294374  ThI   
 3986  5031.434753  0.000177      1260               ?     
 3987  5031.512125  0.000186      1110               ?     
 3988  5031.719238  0.000211      1169               ?     
 3989  5031.937679  0.000147      1006               ?     
 3990  5032.026978  0.000656      1313               ?     
 3991  5032.095050  0.000422      2661               ?     
 3992  5032.190595  0.000578       798               ?     
 3993  5032.484424  0.001180       708               ?     
 3994  5032.548238  0.000327      3999  5032.549498  ThI   
 3995  5033.217454  0.000170      7080  5033.218006  ThI   
 3996  5033.431613  0.000208     16305               ?     
 3997  5033.507640  0.000651      1873               ?     
 3998  5033.776522  0.000192       671               ?     
 3999  5034.715478  0.000135      1757  5034.713899  ThII  

 4000  5035.215121  0.000177      1204               ?     
 4001  5035.304732  0.000171      1605               ?     
 4002  5035.642622  0.000906      2549               ?     
 4003  5035.696166  0.000354      9215  5035.698343  ThI   
 4004  5036.672733  0.001132       920               ?     
 4005  5036.740803  0.000133     12673  5036.741645  NoID  
 4006  5036.870732  0.000138      1565  5036.870344  ThI   
 4007  5037.621798  0.000166      1170               ?     
 4008  5038.133637  0.000153     16627  5038.132948  ThI   
 4009  5038.690343  0.000164      2530  5038.686303  ThII  
 4010  5039.705082  0.000151     15593  5039.706766  ThI   
 4011  5039.822613  0.000153      5395  5039.822663  NoID  
 4012  5040.635732  0.000139    812562  5040.635486  ThI   
 4013  5040.931889  0.000150     46288  5040.931761  ThI   
 4014  5041.904497  0.000848      4238               ?     
 4015  5041.959723  0.000302     13001  5041.959057  NoID  
 4016  5042.086459  0.000162     33429  5042.086116  ThI   
 4017  5042.153685  0.000764      1736               ?     
 4018  5042.528222  0.000157     42734  5042.528128  ThI   
 4019  5042.632716  0.000437      4100               ?     
 4020  5042.700435  0.001521       999               ?     
 4021  5042.781884  0.000668      1005               ?     
 4022  5043.006499  0.000161     25830  5043.005694  NoID  
 4023  5043.161971  0.000181      1813               ?     
 4024  5044.509275  0.000677       453               ?     
 4025  5044.921892  0.000151     19476  5044.920884  ThI   
 4026  5045.749648  0.000154      3376  5045.748566  ThI   
 4027  5046.655126  0.000149    159068  5046.654912  ThI   
 4028  5047.366469  0.000186       574               ?     
 4029  5047.467703  0.000160      1364               ?     
 4030  5047.577395  0.000202       580               ?     
 4031  5047.760339  0.000148     30016  5047.759808  NoID  
 4032  5047.944307  0.000190      1115               ?     
 4033  5048.044681  0.000149     19862  5048.044358  NoID  
 4034  5048.121233  0.001191       574               ?     
 4035  5048.451031  0.000148    365758  5048.450688  ThI   
 4036  5048.529951  0.000377      4385  5048.530157  ThI   
 4037  5048.654014  0.000172       903               ?     
 4038  5048.833547  0.000148     11790  5048.835671  ThII  
 4039  5049.838596  0.000199       471               ?     
 4040  5049.935601  0.001029       315               ?     
 4041  5050.219945  0.000146     89568               ?     
 4042  5050.343949  0.000146     76327  5050.344460  ThI   
 4043  5051.205120  0.000149    302322  5051.204004  ThII  
 4044  5051.258953  0.000247     32465               ?     
 4045  5051.392127  0.000401     11532  5051.390575  ThI   
 4046  5051.440225  0.000486      8123  5051.438954  ThI   
 4047  5052.192554  0.000145    393037  5052.192508  ThI   
 4048  5052.492331  0.000146      6916  5052.491215  ThI   
 4049  5052.588215  0.000197       700               ?     
 4050  5052.750280  0.000148      3173  5052.751177  ThII  
 4051  5053.297195  0.000144    148762  5053.297278  ThI   
 4052  5053.379438  0.000652       811               ?     
 4053  5053.495099  0.000147      2974  5053.495597  ThI   
 4054  5053.583200  0.000156      1419               ?     
 4055  5053.710900  0.000155      1470               ?     
 4056  5053.862744  0.000150      1819  5053.860584  ThI   
 4057  5053.995885  0.000145      7635  5053.994119  ThI   
 4058  5054.266230  0.000150      1816  5054.267289  ThI   
 4059  5054.477875  0.000220       705               ?     
 4060  5054.603907  0.000157      1111               ?     
 4061  5054.912830  0.000811       680               ?     
 4062  5055.012620  0.000680      1078               ?     
 4063  5055.084206  0.001056       541               ?     
 4064  5055.158492  0.000147      2832  5055.158886  NoID  
 4065  5055.281927  0.000144      7254  5055.281526  ThI   
 4066  5055.443540  0.000152      2468  5055.440897  ThI   
 4067  5055.585556  0.000142     62591               ?     
 4068  5056.030207  0.000146      2900               ?     
 4069  5056.629331  0.000142     28865  5056.628525  ThI   
 4070  5056.757167  0.000141    110676  5056.756811  ThII  
 4071  5057.011281  0.000154      1265               ?     
 4072  5057.094120  0.000143      5686  5057.093166  ThI   
 4073  5057.609130  0.000143      3776  5057.609331  ThI   
 4074  5057.715714  0.000290       928               ?     
 4075  5057.856888  0.000564      1042               ?     
 4076  5057.938509  0.000141     18003               ?     
 4077  5058.088360  0.000925       718               ?     
 4078  5058.181340  0.000144      3233  5058.179637  ThI   
 4079  5058.271742  0.000142      5875  5058.271874  NoID  
 4080  5058.440892  0.001497       276               ?     
 4081  5058.548666  0.000148      1417               ?     
 4082  5059.396486  0.000139    102140  5059.396864  ThII  
 4083  5059.771257  0.000139     91327  5059.771383  ThI   
 4084  5059.863343  0.000140      9817  5059.865521  NoID  
 4085  5059.965284  0.001076     11564               ?     
 4086  5059.992209  0.002298     13432               ?     
 4087  5060.308923  0.000141      3680  5060.308734  NoID  
 4088  5060.439959  0.000513      1044               ?     
 4089  5060.565067  0.000142      3142  5060.562996  NoID  
 4090  5060.800562  0.000161      1319               ?     
 4091  5061.161972  0.000180      3327  5061.159097  ThI   
 4092  5061.271645  0.000138    260141  5061.271781  ThI   
 4093  5061.490638  0.000138    112185  5061.488045  ArI   
 4094  5062.404921  0.000338       705               ?     
 4095  5062.509336  0.000138      6951  5062.509360  NoID  
 4096  5062.574778  0.000788       801               ?     
 4097  5062.633466  0.000137     16015  5062.633612  ThII  
 4098  5063.067277  0.000136     80876  5063.067364  ThI   
 4099  5063.907416  0.000138      4585  5063.906474  ThI   
 4100  5064.051956  0.000409       719               ?     
 4101  5064.131599  0.000139      3784               ?     
 4102  5064.235866  0.000604      1163               ?     
 4103  5064.343902  0.000135     46334  5064.343984  ThI   
 4104  5064.466422  0.001062       515               ?     
 4105  5064.926300  0.000135    104310  5064.927380  ThI   
 4106  5065.076547  0.000151      1314  5065.074995  ThI   
 4107  5065.411263  0.000153     72755  5065.410584  ThI   
 4108  5065.463455  0.000270     17405  5065.461850  ThI   
 4109  5066.013691  0.000134    524318  5066.014013  ThI   
 4110  5066.356930  0.000134    576838  5066.357453  ThI   
 4111  5066.604170  0.000133    325229  5066.604724  ThI   
 4112  5066.900320  0.000139      3075               ?     
 4113  5067.547767  0.000133    132988  5067.547931  ThI   
 4114  5068.012799  0.000138      2300  5068.013245  NoID  
 4115  5068.189718  0.000132     69166  5068.189859  ThI   
 4116  5068.256475  0.000399      1586               ?     
 4117  5068.371875  0.000134      5577  5068.372292  ThI   
 4118  5068.463766  0.000644       849               ?     
 4119  5068.550435  0.000132     61350  5068.550524  ThI   
 4120  5069.744712  0.005793       799               ?     
 4121  5069.798232  0.000334      4875               ?     
 4122  5069.947493  0.000545       737               ?     
 4123  5070.241521  0.000131     26910  5070.242429  ThI   
 4124  5070.363929  0.000134      3673  5070.359400  ThI   
 4125  5070.503847  0.000132      4600  5070.505274  ThI   
 4126  5070.748062  0.000130     27480  5070.751640  ThI   
 4127  5071.269797  0.000670       613               ?     
 4128  5071.865397  0.000131      4488  5071.866111  ThI   
 4129  5072.192117  0.000183      9034  5072.191616  ThI   
 4130  5072.393991  0.000166     10202               ?     
 4131  5072.673134  0.000183      8669               ?     
 4132  5072.886155  0.000179      2877               ?     
 4133  5073.289406  0.000196       943               ?     
 4134  5073.891471  0.000147       989  5073.891797  ThII  
 4135  5074.045423  0.000174      3172  5074.042895  ThII  
 4136  5074.296500  0.000181      4468  5074.295604  ThI   
 4137  5075.395916  0.000214       917               ?     
 4138  5076.061413  0.000178     19357  5076.061147  ThI   
 4139  5076.881251  0.000179      9772  5076.880728  ThII  
 4140  5077.557399  0.000322       958               ?     
 4141  5078.007913  0.000187      1501  5078.007359  ThII  
 4142  5078.229216  0.000206       720               ?     
 4143  5079.448566  0.000183     13007               ?     
 4144  5080.555414  0.000187      2718  5080.553213  ThII  
 4145  5082.500327  0.001814      1012               ?     
 4146  5082.553078  0.003264       616               ?     
 4147  5082.862815  0.000186     81412  5082.862657  ThI   
 4148  5083.009570  0.000193      3692  5083.010879  NoID  
 4149  5083.117424  0.000748       926               ?     
 4150  5083.188292  0.000266      2402  5083.188334  ThI   
 4151  5083.421574  0.000493      2629               ?     
 4152  5083.504581  0.000325      3581  5083.503535  ThI   
 4153  5084.040020  0.000195     14230  5084.039142  ThI   
 4154  5084.478409  0.000224       636               ?     
 4155  5085.454585  0.000159      2452  5085.451373  ThI   
 4156  5085.843192  0.000139      2274  5085.843676  NoID  
 4157  5086.120709  0.000401      2148               ?     
 4158  5086.212804  0.000211     14078  5086.213247  ThI   
 4159  5086.411633  0.000210     50172  5086.410950  ThI   
 4160  5087.257317  0.000153      5711  5087.256859  ThI   
 4161  5087.458470  0.000158      2127  5087.457930  NoID  
 4162  5087.594506  0.000152      9961  5087.595161  ThI   
 4163  5087.689524  0.000218       948               ?     
 4164  5088.253343  0.000153      5052  5088.252975  NoID  
 4165  5088.908363  0.000156      2672               ?     
 4166  5089.054521  0.000202       529               ?     
 4167  5089.161366  0.000401       818               ?     
 4168  5089.254823  0.000866       399               ?     
 4169  5090.637963  0.000152      3690  5090.637762  ThII  
 4170  5090.764475  0.000162      1244               ?     
 4171  5090.927884  0.000204       511               ?     
 4172  5091.042274  0.000459       414               ?     
 4173  5091.470650  0.000148     31120  5091.470041  ThI   
 4174  5092.771979  0.000438       493               ?     
 4175  5092.907651  0.002030       207               ?     
 4176  5095.376493  0.000155      2523  5095.377804  NoID  
 4177  5095.968154  0.000147      3399  5095.966217  ThI   
 4178  5096.109826  0.000146      7745  5096.109699  NoID  
 4179  5096.256784  0.000153      1754               ?     
 4180  5096.484618  0.000145     42246  5096.483959  NoID  
 4181  5096.577073  0.000201      2858  5096.577026  ThI   
 4182  5096.646388  0.000316      2033  5096.645445  ThI   
 4183  5097.064561  0.000153      1345               ?     
 4184  5097.275914  0.000145      8402               ?     
 4185  5097.905358  0.000143    401838  5097.905245  ThI   
 4186  5097.998168  0.000592      1475               ?     
 4187  5098.221408  0.000586      2633  5098.223781  NoID  
 4188  5098.281559  0.000623      2304               ?     
 4189  5099.065977  0.000150      1863  5099.064940  ThI   
 4190  5099.137061  0.002128       203               ?     
 4191  5099.464196  0.000142     67001  5099.464026  ThII  
 4192  5100.016377  0.000275      5112  5100.015434  NoID  
 4193  5100.078777  0.000644      1422  5100.079289  ThII  
 4194  5100.356278  0.000142     25930  5100.352626  ThI   
 4195  5100.452379  0.000142     18870  5100.453144  ThI   
 4196  5100.822159  0.000756      1338               ?     
 4197  5100.880631  0.002731       299               ?     
 4198  5101.531790  0.000150      1407               ?     
 4199  5102.002527  0.000721     46044               ?     

 4200  5102.043024  0.000146    418332  5102.042691  ThI   
 4201  5102.150638  0.000320      2992               ?     
 4202  5102.551123  0.000140     88276  5102.551592  ThI   
 4203  5102.766913  0.000140     10383  5102.766919  ThI   
 4204  5102.913831  0.000145      2071  5102.912243  NoID  
 4205  5103.823604  0.000141      3160  5103.823431  NoID  
 4206  5103.935613  0.000870       498               ?     
 4207  5104.025702  0.000249       716               ?     
 4208  5104.155867  0.000140      5433  5104.157844  NoID  
 4209  5105.122347  0.002013       396               ?     
